sq_mt_built,n_rooms,n_bathrooms,latitude,longitude,address,buy_price,is_new_development,is_renewal_needed,has_lift,is_exterior,has_parking,floor,neighborhood_id,house_type_id,district_id
115.0,3,1,40.3850865,-3.7428992,Calle del General Ricardos,235000.0,0,0,1,1,0,5.0,101,0,11
97.0,1,1,40.3937451,-3.7526245,Calle de los Yébenes,249000.0,0,0,1,1,1,0.0,51,0,10
78.0,3,1,40.3906081,-3.7365047,barrio Vista Alegre,146000.0,0,0,0,1,0,4.0,101,0,11
69.0,3,1,40.3889112,-3.7396857,barrio Vista Alegre,139000.0,0,0,1,1,0,1.0,101,0,11
106.0,3,1,40.3787288,-3.7483999,Calle jacobinia,210000.0,0,1,1,1,0,4.0,101,0,11
99.0,2,1,40.3833915,-3.732589,barrio Puerta Bonita,195000.0,0,0,0,1,0,1.0,99,0,11
103.0,2,2,40.3836161,-3.7135829,Calle Fornillos,215000.0,0,0,1,1,0,1.0,16,0,12
71.0,3,1,40.3908823,-3.7429951,Calle Luis Feito,148000.0,0,0,0,1,0,3.0,51,0,10
82.0,4,1,40.3806014,-3.7164819,Calle de Fermin Donaire,165000.0,0,0,0,1,0,4.0,16,0,12
75.0,3,1,40.3899509,-3.7510568,barrio Aluche,194900.0,0,0,1,1,0,0.0,51,0,10
61.0,2,1,40.3969062,-3.7386275,Calle Fernando Mora,90000.0,0,0,0,1,0,4.0,96,0,11
65.0,4,1,40.3763821,-3.7530211,Calle de Azcoitia,148000.0,0,0,0,1,0,4.0,100,1,11
64.0,2,1,40.3890656,-3.7212474,Calle del Arroyo Opañel,129000.0,0,0,0,1,0,3.0,94,0,11
67.0,3,1,40.3931281,-3.7364162,Calle Doctor Zofío,119000.0,0,0,0,1,0,3.0,96,0,11
55.0,1,1,40.3867605,-3.7131924,Calle María Antonia,99000.0,0,0,0,0,0,4.0,15,0,12
63.0,3,1,40.3875145,-3.7286103,Calle de Valle de Oro,118000.0,0,1,0,0,0,4.0,94,0,11
56.0,2,1,40.3834707,-3.7119029,MARIANO VELA,130000.0,0,0,0,0,0,2.0,17,0,12
67.0,2,1,40.3893502,-3.7277213,Gandara de oro,150000.0,0,0,1,1,0,2.0,94,0,11
83.0,2,1,40.3862893,-3.740146,Calle de Castrojeriz,162000.0,0,0,1,1,0,3.0,101,0,11
134.0,3,2,40.3822437,-3.7391335,Calle Blasón,339000.0,0,0,1,1,1,1.0,99,0,11
