sq_mt_built,n_rooms,n_bathrooms,latitude,longitude,address,buy_price,is_new_development,is_renewal_needed,has_lift,is_exterior,has_parking,floor,neighborhood_id,house_type_id,district_id
99.0,2,2,40.3810704,-3.6371504,Calle de la Maquinilla,219500.0,0,0,1,1,0,5.0,33,0,13
108.0,3,2,40.3659919,-3.6216759,"Avenida del Mayorazgo, 69",281811.0,1,0,1,1,1,0.0,10,0,18
107.0,3,2,40.3855443,-3.6095448,Avenida de Santa Eugenia,249000.0,0,0,1,1,1,3.0,11,0,18
100.0,3,2,40.3874152,-3.6070044,Avenida de Santa Eugenia,249000.0,0,0,1,1,1,8.0,11,0,18
88.0,2,2,40.3845296,-3.6154995,Calle de César Pastor Llopis,180000.0,0,0,1,1,0,2.0,11,0,18
106.0,4,2,40.383429,-3.605816,Calle de Puentelarra,213000.0,0,1,1,1,0,4.0,11,0,18
88.0,3,2,40.3812124,-3.6244812,"Calle San Jaime , 64",310000.0,1,0,1,1,0,1.0,9,0,18
46.0,1,1,40.3812124,-3.6244812,"Calle San Jaime , 64",180000.0,1,0,1,1,0,2.0,9,0,18
60.0,2,2,40.3812124,-3.6244812,"Calle San Jaime , 64",196500.0,1,0,1,1,0,0.0,9,0,18
99.0,3,2,40.3659919,-3.6216759,"Avenida del Mayorazgo, 69",268737.0,1,0,1,1,1,0.0,10,0,18
100.0,3,2,40.3659919,-3.6216759,"Avenida del Mayorazgo, 69",283049.0,1,0,1,1,1,0.0,10,0,18
126.0,3,2,40.372571,-3.6063295,Calle Peñaranda de Bracamonte esquina Moratilla de Henares s/n,479200.0,1,0,1,1,0,0.0,10,2,18
90.0,3,2,40.3851567,-3.6076944,Calle de Puentelarra,229000.0,0,0,1,1,1,7.0,11,0,18
113.0,3,2,40.3767224,-3.6267972,Travesía del Puerto de las Pilas,175000.0,0,0,1,1,0,2.0,9,0,18
93.0,3,2,40.3844929,-3.6094444,Calle de Puentelarra,205000.0,0,0,1,1,0,8.0,11,0,18
50.0,2,1,40.3741324,-3.6186112,Calle Muela de San Juan,104900.0,0,0,0,1,0,3.0,9,0,18
50.0,1,1,40.3664153,-3.619684,Alameda del Valle,159900.0,0,0,1,1,1,4.0,10,0,18
65.0,2,1,40.3767445,-3.6246045,Calle de la Sierra de Palomeras,119900.0,0,0,0,1,1,1.0,9,0,18
75.0,3,1,40.3794461,-3.6265737,barrio Casco Histórico de Vallecas,122000.0,0,0,0,1,0,1.0,9,0,18
60.0,3,1,40.3838492,-3.6411882,Calle Vélez Málaga,123000.0,0,1,0,1,0,0.0,33,0,13
