sq_mt_built,n_rooms,n_bathrooms,latitude,longitude,address,buy_price,is_new_development,is_renewal_needed,has_lift,is_exterior,has_parking,floor,neighborhood_id,house_type_id,district_id
93.0,3,1,40.3956673,-3.6951046,Calle de Embajadores,275000.0,0,0,1,0,0,0.0,119,0,2
163.0,3,3,40.4093002,-3.6764551,Avenida de Menéndez Pelayo,1190000.0,0,0,1,1,0,2.0,28,0,3
140.0,3,3,40.411287,-3.6766878,Calle Portal de Belén,898000.0,0,0,1,0,1,2.0,28,0,3
120.0,2,2,40.410387,-3.6734878,portal de belen,798500.0,0,0,1,0,0,2.0,28,0,3
50.0,2,1,40.4096758,-3.6953979,Calle de Atocha,255000.0,0,0,1,0,0,5.0,102,0,1
115.0,3,2,40.403383,-3.6845849,barrio Pacífico,450000.0,0,1,1,1,0,2.0,27,0,3
155.0,3,2,40.4054754,-3.6802196,barrio Pacífico,600000.0,0,0,1,1,0,3.0,27,0,3
179.0,2,2,40.4101864,-3.6721707,barrio Niño Jesús,820000.0,0,0,1,1,1,1.0,28,0,3
121.0,3,1,40.4072452,-3.6867635,barrio Jerónimos,598000.0,0,0,1,1,0,4.0,29,0,3
394.0,4,5,40.4139655,-3.6911215,Calle de Alfonso XII,3200000.0,0,0,1,1,1,2.0,29,0,3
134.0,4,2,40.4050726,-3.6527302,barrio Fontarrón,410000.0,0,1,1,1,1,6.0,41,0,14
83.0,3,1,40.4149774,-3.6689355,barrio Estrella,420000.0,0,1,1,1,1,10.0,30,0,3
201.0,4,3,40.4121926,-3.6691885,barrio Niño Jesús,1100000.0,0,0,1,1,0,9.0,28,0,3
181.0,4,3,40.4164572,-3.6787352,barrio Ibiza,1300000.0,0,0,1,1,1,1.0,26,0,3
74.0,2,2,40.4083779,-3.688458,barrio Jerónimos,435000.0,0,0,1,1,0,1.0,29,0,3
320.0,4,3,40.4163979,-3.6878554,barrio Jerónimos,2150000.0,0,0,1,1,1,4.0,29,0,3
41.0,1,1,40.4013183,-3.6910864,"Calle General Lacy, 46",175000.0,0,1,1,0,0,3.0,117,0,2
90.0,2,2,40.4042034,-3.6817376,COMERCIO,400000.0,0,1,1,1,0,4.0,27,0,3
122.0,3,2,40.4064132,-3.6684968,barrio Estrella,550000.0,0,0,1,1,1,7.0,30,0,3
142.0,4,2,40.4169983,-3.6708706,barrio Estrella,850000.0,0,1,1,1,0,10.0,30,2,3
