sq_mt_built,n_rooms,n_bathrooms,latitude,longitude,address,buy_price,is_new_development,is_renewal_needed,has_lift,is_exterior,has_parking,floor,neighborhood_id,house_type_id,district_id
93.0,3,1,40.3956673,-3.6951046,Calle de Embajadores,275000.0,0,0,1,0,0,0.0,119,0,2
43.0,2,1,40.3923515,-3.6967285,Calle de Domingo Pérez del Val,185000.0,0,0,1,1,0,0.0,115,0,2
68.0,2,1,40.4096172,-3.7142053,Calle san isidro labrador,395000.0,0,0,0,1,0,2.0,104,0,1
383.0,3,4,40.4217391,-3.7085923,Via Gran,2990000.0,0,0,1,1,1,10.0,105,0,1
120.0,3,1,40.4150449,-3.7010749,Calle LEON,535000.0,0,0,0,1,0,3.0,102,0,1
202.0,5,2,40.4177253,-3.710786,"Calle de Vergara, 4",860000.0,0,1,1,1,0,2.0,104,0,1
44.0,1,1,40.4141704,-3.7026606,"Plaza del Ángel, 15",235000.0,0,0,1,0,0,1.0,102,0,1
83.0,2,2,40.4066435,-3.7172071,Calle Jemenuño,450000.0,0,0,1,1,1,4.0,114,0,2
118.0,3,1,40.4088068,-3.7082145,Calle del Humilladero,430000.0,0,1,0,1,0,3.0,104,0,1
74.0,2,2,40.4049982,-3.7082661,Calle del Gasómetro,420000.0,0,0,1,1,1,4.0,116,0,2
219.0,5,1,40.415842,-3.7080682,Calle Independencia,770000.0,0,0,1,1,0,3.0,104,0,1
130.0,3,2,40.4144788,-3.7028464,Calle Núñez de Arce,435000.0,0,0,0,0,0,3.0,102,2,1
30.0,1,1,40.4161099,-3.7106114,Calle DE LAS FUENTES,230000.0,0,0,1,0,0,4.0,106,0,1
183.0,2,2,40.4195985,-3.7093094,Calle FLORA,585000.0,0,0,0,0,0,0.0,106,0,1
185.0,3,1,40.419883,-3.7017888,Calle JARDINES,860000.0,0,0,1,1,0,2.0,106,0,1
60.0,2,2,40.4187493,-3.7082859,Calle de Silva,425000.0,0,0,1,1,0,8.0,104,0,1
196.0,4,2,40.4160754,-3.7055902,salud,750000.0,0,0,1,1,0,2.0,106,0,1
234.0,2,2,40.4200804,-3.6979561,Calle de San Marcos,1145000.0,0,0,1,1,0,0.0,107,0,1
50.0,2,1,40.4096758,-3.6953979,Calle de Atocha,255000.0,0,0,1,0,0,5.0,102,0,1
160.0,3,2,40.4158405,-3.7060776,barrio Sol,965000.0,0,0,1,1,0,5.0,106,2,1
