sq_mt_built,n_rooms,n_bathrooms,latitude,longitude,address,buy_price,is_new_development,is_renewal_needed,has_lift,is_exterior,has_parking,floor,neighborhood_id,house_type_id,district_id
206.0,3,3,40.4243561,-3.6741803,Calle de Alcalá,1260000.0,0,0,1,1,0,4.0,108,0,4
163.0,3,3,40.4093002,-3.6764551,Avenida de Menéndez Pelayo,1190000.0,0,0,1,1,0,2.0,28,0,3
140.0,3,3,40.411287,-3.6766878,Calle Portal de Belén,898000.0,0,0,1,0,1,2.0,28,0,3
120.0,2,2,40.410387,-3.6734878,portal de belen,798500.0,0,0,1,0,0,2.0,28,0,3
91.0,1,1,40.4259819,-3.6689497,Paseo Marqués de Zafra,370000.0,0,0,1,1,0,4.0,113,0,4
173.0,4,3,40.4221442,-3.6751639,Calle de O'Donnell,885000.0,0,1,1,1,0,2.0,108,0,4
179.0,2,2,40.4101864,-3.6721707,barrio Niño Jesús,820000.0,0,0,1,1,1,1.0,28,0,3
134.0,4,2,40.4050726,-3.6527302,barrio Fontarrón,410000.0,0,1,1,1,1,6.0,41,0,14
50.0,2,2,40.421038,-3.67602,barrio Goya,390000.0,0,0,1,0,0,3.0,108,0,4
83.0,3,1,40.4149774,-3.6689355,barrio Estrella,420000.0,0,1,1,1,1,10.0,30,0,3
201.0,4,3,40.4121926,-3.6691885,barrio Niño Jesús,1100000.0,0,0,1,1,0,9.0,28,0,3
181.0,4,3,40.4164572,-3.6787352,barrio Ibiza,1300000.0,0,0,1,1,1,1.0,26,0,3
200.0,4,3,40.4202537,-3.6699179,barrio Estrella,850000.0,0,0,1,1,1,6.0,30,0,3
211.0,4,2,40.4225772,-3.6735836,barrio Goya,998000.0,0,0,1,1,0,2.0,108,0,4
183.0,5,2,40.4250603,-3.6684947,barrio Goya,950000.0,0,1,1,1,0,1.0,108,0,4
113.0,3,1,40.4254533,-3.6720625,Calle de Alcalá,559000.0,0,1,1,1,0,2.0,108,0,4
90.0,2,2,40.4253127,-3.6709717,Calle de Ayala,615000.0,0,0,1,1,0,4.0,108,0,4
122.0,3,2,40.4064132,-3.6684968,barrio Estrella,550000.0,0,0,1,1,1,7.0,30,0,3
162.0,3,2,40.4231505,-3.6753816,Calle Alcalá,1240000.0,0,0,1,1,0,4.0,108,0,4
272.0,4,4,40.4238475,-3.6731486,barrio Goya,1140000.0,0,1,1,1,1,2.0,108,0,4
